timestamp,symbol,model_name,signal_strength_0_to_1,latency_ms
2010-01-04,QQQ,LR,0.5,2.0
2010-01-05,QQQ,LR,0.5,2.0
2010-01-06,QQQ,LR,0.5,2.0
2010-01-07,QQQ,LR,0.5,2.0
2010-01-08,QQQ,LR,0.5,2.0
2010-01-11,QQQ,LR,0.5,2.0
2010-01-12,QQQ,LR,0.5,2.0
2010-01-13,QQQ,LR,0.5,2.0
2010-01-14,QQQ,LR,0.5,2.0
2010-01-15,QQQ,LR,0.5,2.0
2010-01-19,QQQ,LR,0.5,2.0
2010-01-20,QQQ,LR,0.5,2.0
2010-01-21,QQQ,LR,0.5,2.0
2010-01-22,QQQ,LR,0.5,2.0
2010-01-25,QQQ,LR,0.5,2.0
2010-01-26,QQQ,LR,0.5,2.0
2010-01-27,QQQ,LR,0.5,2.0
2010-01-28,QQQ,LR,0.5,2.0
2010-01-29,QQQ,LR,0.5,2.0
2010-02-01,QQQ,LR,0.5,2.0
2010-02-02,QQQ,LR,0.5,2.0
2010-02-03,QQQ,LR,0.5,2.0
2010-02-04,QQQ,LR,0.5,2.0
2010-02-05,QQQ,LR,0.5,2.0
2010-02-08,QQQ,LR,0.5,2.0
2010-02-09,QQQ,LR,0.5,2.0
2010-02-10,QQQ,LR,0.5,2.0
2010-02-11,QQQ,LR,0.5,2.0
2010-02-12,QQQ,LR,0.5,2.0
2010-02-16,QQQ,LR,0.5,2.0
2010-02-17,QQQ,LR,0.5,2.0
2010-02-18,QQQ,LR,0.5,2.0
2010-02-19,QQQ,LR,0.5,2.0
2010-02-22,QQQ,LR,0.5,2.0
2010-02-23,QQQ,LR,0.5,2.0
2010-02-24,QQQ,LR,0.5,2.0
2010-02-25,QQQ,LR,0.5,2.0
2010-02-26,QQQ,LR,0.5,2.0
2010-03-01,QQQ,LR,0.5,2.0
2010-03-02,QQQ,LR,0.5,2.0
2010-03-03,QQQ,LR,0.5,2.0
2010-03-04,QQQ,LR,0.5,2.0
2010-03-05,QQQ,LR,0.5,2.0
2010-03-08,QQQ,LR,0.5,2.0
2010-03-09,QQQ,LR,0.5,2.0
2010-03-10,QQQ,LR,0.5,2.0
2010-03-11,QQQ,LR,0.5,2.0
2010-03-12,QQQ,LR,0.5,2.0
2010-03-15,QQQ,LR,0.5,2.0
2010-03-16,QQQ,LR,0.5,2.0
2010-03-17,QQQ,LR,0.5,2.0
2010-03-18,QQQ,LR,0.5,2.0
2010-03-19,QQQ,LR,0.5,2.0
2010-03-22,QQQ,LR,0.5,2.0
2010-03-23,QQQ,LR,0.5,2.0
2010-03-24,QQQ,LR,0.5,2.0
2010-03-25,QQQ,LR,0.5,2.0
2010-03-26,QQQ,LR,0.5,2.0
2010-03-29,QQQ,LR,0.5,2.0
2010-03-30,QQQ,LR,0.5,2.0
2010-03-31,QQQ,LR,0.5,2.0
2010-04-01,QQQ,LR,0.5,2.0
2010-04-05,QQQ,LR,0.5,2.0
2010-04-06,QQQ,LR,0.5,2.0
2010-04-07,QQQ,LR,0.5,2.0
2010-04-08,QQQ,LR,0.5,2.0
2010-04-09,QQQ,LR,0.5,2.0
2010-04-12,QQQ,LR,0.5,2.0
2010-04-13,QQQ,LR,0.5,2.0
2010-04-14,QQQ,LR,0.5,2.0
2010-04-15,QQQ,LR,0.5,2.0
2010-04-16,QQQ,LR,0.5,2.0
2010-04-19,QQQ,LR,0.5,2.0
2010-04-20,QQQ,LR,0.5,2.0
2010-04-21,QQQ,LR,0.5,2.0
2010-04-22,QQQ,LR,0.5,2.0
2010-04-23,QQQ,LR,0.5,2.0
2010-04-26,QQQ,LR,0.5,2.0
2010-04-27,QQQ,LR,0.5,2.0
2010-04-28,QQQ,LR,0.5,2.0
2010-04-29,QQQ,LR,0.5,2.0
2010-04-30,QQQ,LR,0.5,2.0
2010-05-03,QQQ,LR,0.5,2.0
2010-05-04,QQQ,LR,0.5,2.0
2010-05-05,QQQ,LR,0.5,2.0
2010-05-06,QQQ,LR,0.5,2.0
2010-05-07,QQQ,LR,0.5,2.0
2010-05-10,QQQ,LR,0.5,2.0
2010-05-11,QQQ,LR,0.5,2.0
2010-05-12,QQQ,LR,0.5,2.0
2010-05-13,QQQ,LR,0.5,2.0
2010-05-14,QQQ,LR,0.5,2.0
2010-05-17,QQQ,LR,0.5,2.0
2010-05-18,QQQ,LR,0.5,2.0
2010-05-19,QQQ,LR,0.5,2.0
2010-05-20,QQQ,LR,0.5,2.0
2010-05-21,QQQ,LR,0.5,2.0
2010-05-24,QQQ,LR,0.5,2.0
2010-05-25,QQQ,LR,0.5,2.0
2010-05-26,QQQ,LR,0.5,2.0
2010-05-27,QQQ,LR,0.5,2.0
2010-05-28,QQQ,LR,0.5,2.0
2010-06-01,QQQ,LR,0.5,2.0
2010-06-02,QQQ,LR,0.5,2.0
2010-06-03,QQQ,LR,0.5,2.0
2010-06-04,QQQ,LR,0.5,2.0
2010-06-07,QQQ,LR,0.5,2.0
2010-06-08,QQQ,LR,0.5,2.0
2010-06-09,QQQ,LR,0.5,2.0
2010-06-10,QQQ,LR,0.5,2.0
2010-06-11,QQQ,LR,0.5,2.0
2010-06-14,QQQ,LR,0.5,2.0
2010-06-15,QQQ,LR,0.5,2.0
2010-06-16,QQQ,LR,0.5,2.0
2010-06-17,QQQ,LR,0.5,2.0
2010-06-18,QQQ,LR,0.5,2.0
2010-06-21,QQQ,LR,0.5,2.0
2010-06-22,QQQ,LR,0.5,2.0
2010-06-23,QQQ,LR,0.5,2.0
2010-06-24,QQQ,LR,0.5,2.0
2010-06-25,QQQ,LR,0.5,2.0
